img label
0cbe5298-68a4-4de0-a693-46eb8e8858ca.png Normal
09236f60-57e0-48b3-aede-a885f4dfe1b1.png Normal
18230da7-8929-47fa-97bd-0c4f570867ca.png Normal
0862f2ff-7e56-4cd1-8c26-c3f25a86d257.png Normal
0a9fd225-a33a-47de-849e-156933b21296.png Normal
09852193-d7df-4cce-a616-a536d5de5042.png Normal
166088ea-38d0-4881-8a1a-7e6d5fc442dd.png Normal
06bc1519-c307-4a98-b00b-8329f2ddf615.png Normal
2294cff0-b1e3-4895-a575-d1b77482f2a7.png Normal
051e6e97-fda7-4b5c-8d5f-084bf3607d22.png Normal
0803b0fa-c026-40d3-b9b6-43b843d17632.png Normal
15c81382-6b4c-4e2e-ab79-db95f66de400.png Normal
0742a7f3-5f8e-474b-bd1f-0ba8ba9a6b19.png Normal
0ccaea04-444a-4c37-baaa-d664138a355a.png Normal
16198f03-b89b-470f-bed8-4b89d6dd69f5.png Normal
06e09ebb-cb5b-4c30-8d3a-67a6ec34692b.png Normal
1874dc77-19f2-4694-aa8c-0e1beb958f4e.png Normal
1cabab6f-b2b8-4780-b6bf-525f2ad15096.png Normal
0e486937-8c3d-4d75-9df9-90c7fb5756e4.png Normal
0b974a07-7c7f-4826-913d-f5b0d5bd8142.png Normal
0c4d320e-7342-44e4-a634-56f4ca110c58.png Normal
0cc66f3f-6bfb-4f99-bbc6-ed28bf3f740c.png Normal
0983ae59-b906-4fd5-a810-edfe0580fe3b.png Normal
0ad17cb4-c693-4ac1-9bfb-8e7660c265a2.png Normal
15c968aa-c279-4e68-aa0e-a0ea85b06053.png Normal
182fed4c-d92a-4440-b135-6caa8cab16a8.png Normal
0bad68b0-b67c-47c9-bb8b-b9513a326394.png Normal
1b2aefc5-a9dd-4f84-a314-3acec56df761.png Normal
035789b1-3736-405d-9910-f8f23c62ae9f.png Normal
0c24f2b3-836d-4bd2-8bf7-473d3272a1c8.png Normal
156d13c3-5e52-475d-a903-74e48be63fef.png Normal
streptococcus-pneumoniae-pneumonia-temporal-evolution-1-day2.jpg Normal
27f50647-8355-4a2f-91ba-ba3f1ea540d0.png Normal
1239cc4b-bacb-449e-b7e3-5545df8a6677.png Normal
1ef28712-7b54-49de-838a-3a56326d26a0.png Normal
1769ed43-31b6-4cab-8ac2-4a8e096fd378.png Normal
0759abcb-6e42-4837-956f-d4e8a4cd3537.png Normal
0ee29524-a273-4e20-a1fd-9df974be263e.png Normal
080f1469-5384-4678-b0ec-513ae837b583.png Normal
1e74323d-d449-4a93-aad8-2df912970b1c.png Normal
07c99b1f-cf0c-40da-8ea9-8c5c9cd51189.png Normal
0a03fbf6-3c9a-4e2e-89ce-c7629ae43a27.png Normal
10a50075-8c2f-4335-891f-e11127e87dbc.png Normal
084db3b9-8b5b-494d-8e81-7b6b98de6287.png Normal
05083068-f4df-464a-b669-3c084ee05f1f.png Normal
288f94e4-143c-4eaa-8353-7a0fecb52437.png Normal
01adfd2f-7bc7-4cef-ab68-a0992752b620.png Normal
16eaa539-922b-41c1-95e4-afc569bf818f.png Normal
1f20a7b4-fc0d-49fa-8cc0-ecd516509372.png Normal
18494f9c-d897-4af4-aa20-e0517395ac49.png Normal
104c55a0-70a6-49a7-a677-c170d356372a.png Normal
1bd9de29-597c-4cba-8581-83355af4c667.png Normal
08f580ca-6c0e-47ca-9759-851b3c0bb397.png Normal
0bf4e2be-e95c-4e59-8cd4-db3def008067.png Normal
2875f1b1-25d0-455a-b098-728ae2ee84ce.png Normal
18229219-aeb9-4687-ad23-29bed791d76e.png Normal
0f0a1877-3f44-42f0-8905-2856078ff2ac.png Normal
07045469-bbc4-42ca-a8b9-9c83ef77f704.png Normal
2230de59-e044-4b6d-95c0-1154c0cbb802.png Normal
17f0a95f-5460-4c36-951b-6f9c8834b951.png Normal
0f15c248-4f8c-4d9e-b39b-6e7d59b973c5.png Normal
098fdba1-4918-40e8-bb74-9945214c8bd5.png Normal
18774506-f9cb-497c-898f-0bade580f342.png Normal
15697b54-5aa8-413f-8bc0-12d790340fff.png Normal
SARS-10.1148rg.242035193-g04mr34g0-Fig8c-day10.jpeg Normal
0d8ca6ee-0595-45aa-bedb-1087dee15f23.png Normal
SARS-10.1148rg.242035193-g04mr34g04b-Fig4b-day12.jpeg Normal
07290e87-0c95-4daf-ae97-2f7f971f23c0.png Normal
08dd362a-d27b-47bd-a763-5e07f49f4584.png Normal
0c1d54d9-0197-40d9-9b07-d99b1e8aa8db.png Normal
00704310-78a8-4b38-8475-49f4573b2dbb.png Normal
08941080-30dc-449f-a8e1-e6530f4695a2.png Normal
06fc2885-127a-4274-b20c-554d352ea21b.png Normal
16f5be73-4905-4c43-aab6-83903ff468f3.png Normal
1e8fbc6f-08f6-4801-b437-69d9e5bde269.png Normal
18bff0c2-16fa-4681-845a-c9a8f019ceaf.png Normal
1792982c-8183-4199-8217-510c92805614.png Normal
0b8d4689-aff3-472b-bad1-d12d648dbc2c.png Normal
1189d740-9839-4a74-8516-a64e767b977e.png Normal
195ddf15-9620-4827-97da-01a44d5842f7.png Normal
0cb52e59-3b50-41fb-a022-5b24741dbcfc.png Normal
0cac94e3-15f2-4657-beae-b508b5e0d176.png Normal
076149ed-e1a7-4424-b283-18161c95e0e2.png Normal
061b44ff-fd22-473d-853f-81da70e14a63.png Normal
159b6cd1-8a7f-419a-a299-db96e99d8ab4.png Normal
05b91b32-5635-4071-b45d-6a73f8eea918.png Normal
178ab0a6-5c4c-4cae-8572-3705352f20fc.png Normal
0ac2c2ef-efb4-485c-b63a-69f19f32b704.png Normal
streptococcus-pneumoniae-pneumonia-temporal-evolution-1-day1.jpg Normal
0e724a83-c104-4d33-94a5-c7df6174f40f.png Normal
087bcaa5-2477-4111-8390-fa5f2dec4852.png Normal
180f5079-9805-4482-973c-f043aaeb2035.png Normal
18ee3d5a-1d35-4f91-bef4-da13e40c4935.png Normal
192f3509-9413-44f1-a585-57829f15ad38.png Normal
07534f30-58a1-4043-b70e-156cdfafe1c6.png Normal
088d4414-e057-45cb-a206-4dd3bb02dd6c.png Normal
08725d04-9db2-4b52-87fe-6cdb150a4bb3.png Normal
0a120828-703c-4273-9d62-317dc92c560e.png Normal
1854a99c-bfc7-4f4e-8396-c97eebb20106.png Normal
0a63a331-3e17-4e23-8a9f-f7a4ec850a1b.png Normal
0b3b1768-5926-4084-bed0-ad9ae886d13a.png Normal
17e95c76-ae2f-4ad9-b713-08b617d3c9bd.png Normal
1b6ac013-a672-4eda-9e69-75b0628ff944.png Normal
0c46d62b-fd38-4445-9776-3963704c838b.png Normal
0c8458d8-25e6-44e5-946e-cf729240df59.png Normal
